#fixingDate,fixingId,fixingValue
2016-01-28,EQ-SP5,2244.2000000000
2016-01-29,EQ-SP5,2210.0000000000
2016-02-01,EQ-SP5,2147.3000000000
2016-02-02,EQ-SP5,2102.8000000000
2016-02-03,EQ-SP5,2180.3000000000
2016-02-04,EQ-SP5,2196.5000000000
2015-08-01,EUHICP,100.0000000000
2015-09-01,EUHICP,100.0000000000
2015-10-01,EUHICP,100.0000000000
2015-11-01,EUHICP,100.1700000000
2015-12-01,EUHICP,100.1600000000
2016-01-01,EUHICP,98.6700000000
2015-08-01,EUHICPXT,100.0000000000
2015-09-01,EUHICPXT,100.0000000000
2015-10-01,EUHICPXT,100.0000000000
2015-11-01,EUHICPXT,100.1700000000
2015-12-01,EUHICPXT,100.1600000000
2016-01-01,EUHICPXT,98.6700000000
2015-08-03,EUR-EONIA,-0.0010800000
2015-08-04,EUR-EONIA,-0.0011000000
2015-08-05,EUR-EONIA,-0.0010800000
2015-08-06,EUR-EONIA,-0.0011600000
2015-08-07,EUR-EONIA,-0.0011900000
2015-08-10,EUR-EONIA,-0.0012900000
2015-08-11,EUR-EONIA,-0.0011700000
2015-08-12,EUR-EONIA,-0.0012400000
2015-08-13,EUR-EONIA,-0.0012900000
2015-08-14,EUR-EONIA,-0.0013000000
2015-08-17,EUR-EONIA,-0.0012200000
2015-08-18,EUR-EONIA,-0.0012600000
2015-08-19,EUR-EONIA,-0.0011900000
2015-08-20,EUR-EONIA,-0.0011800000
2015-08-21,EUR-EONIA,-0.0011900000
2015-08-24,EUR-EONIA,-0.0012600000
2015-08-25,EUR-EONIA,-0.0013500000
2015-08-26,EUR-EONIA,-0.0012900000
2015-08-27,EUR-EONIA,-0.0012700000
2015-08-28,EUR-EONIA,-0.0012600000
2015-08-31,EUR-EONIA,-0.0011000000
2015-09-01,EUR-EONIA,-0.0012500000
2015-09-02,EUR-EONIA,-0.0012500000
2015-09-03,EUR-EONIA,-0.0012400000
2015-09-04,EUR-EONIA,-0.0013300000
2015-09-07,EUR-EONIA,-0.0013600000
2015-09-08,EUR-EONIA,-0.0013400000
2015-09-09,EUR-EONIA,-0.0013000000
2015-09-10,EUR-EONIA,-0.0013200000
2015-09-11,EUR-EONIA,-0.0013000000
2015-09-14,EUR-EONIA,-0.0014000000
2015-09-15,EUR-EONIA,-0.0014200000
2015-09-16,EUR-EONIA,-0.0013600000
2015-09-17,EUR-EONIA,-0.0013800000
2015-09-18,EUR-EONIA,-0.0014100000
2015-09-21,EUR-EONIA,-0.0014500000
2015-09-22,EUR-EONIA,-0.0014200000
2015-09-23,EUR-EONIA,-0.0014300000
2015-09-24,EUR-EONIA,-0.0014300000
2015-09-25,EUR-EONIA,-0.0014300000
2015-09-28,EUR-EONIA,-0.0014600000
2015-09-29,EUR-EONIA,-0.0013500000
2015-09-30,EUR-EONIA,-0.0012200000
2015-10-01,EUR-EONIA,-0.0014200000
2015-10-02,EUR-EONIA,-0.0013900000
2015-10-05,EUR-EONIA,-0.0014400000
2015-10-06,EUR-EONIA,-0.0013400000
2015-10-07,EUR-EONIA,-0.0013900000
2015-10-08,EUR-EONIA,-0.0013800000
2015-10-09,EUR-EONIA,-0.0014200000
2015-10-12,EUR-EONIA,-0.0013400000
2015-10-13,EUR-EONIA,-0.0013600000
2015-10-14,EUR-EONIA,-0.0013500000
2015-10-15,EUR-EONIA,-0.0014300000
2015-10-16,EUR-EONIA,-0.0014200000
2015-10-19,EUR-EONIA,-0.0014200000
2015-10-20,EUR-EONIA,-0.0013900000
2015-10-21,EUR-EONIA,-0.0013600000
2015-10-22,EUR-EONIA,-0.0013900000
2015-10-23,EUR-EONIA,-0.0013400000
2015-10-26,EUR-EONIA,-0.0014400000
2015-10-27,EUR-EONIA,-0.0013700000
2015-10-28,EUR-EONIA,-0.0014500000
2015-10-29,EUR-EONIA,-0.0014300000
2015-10-30,EUR-EONIA,-0.0012900000
2015-11-02,EUR-EONIA,-0.0012900000
2015-11-03,EUR-EONIA,-0.0013400000
2015-11-04,EUR-EONIA,-0.0013000000
2015-11-05,EUR-EONIA,-0.0012900000
2015-11-06,EUR-EONIA,-0.0013800000
2015-11-09,EUR-EONIA,-0.0014500000
2015-11-10,EUR-EONIA,-0.0013900000
2015-11-11,EUR-EONIA,-0.0013100000
2015-11-12,EUR-EONIA,-0.0013800000
2015-11-13,EUR-EONIA,-0.0013200000
2015-11-16,EUR-EONIA,-0.0013800000
2015-11-17,EUR-EONIA,-0.0013100000
2015-11-18,EUR-EONIA,-0.0012900000
2015-11-19,EUR-EONIA,-0.0013700000
2015-11-20,EUR-EONIA,-0.0013300000
2015-11-23,EUR-EONIA,-0.0013800000
2015-11-24,EUR-EONIA,-0.0013900000
2015-11-25,EUR-EONIA,-0.0013400000
2015-11-26,EUR-EONIA,-0.0013900000
2015-11-27,EUR-EONIA,-0.0013800000
2015-11-30,EUR-EONIA,-0.0012700000
2015-12-01,EUR-EONIA,-0.0013100000
2015-12-02,EUR-EONIA,-0.0013200000
2015-12-03,EUR-EONIA,-0.0013600000
2015-12-04,EUR-EONIA,-0.0013800000
2015-12-07,EUR-EONIA,-0.0014200000
2015-12-08,EUR-EONIA,-0.0014700000
2015-12-09,EUR-EONIA,-0.0023500000
2015-12-10,EUR-EONIA,-0.0023200000
2015-12-11,EUR-EONIA,-0.0023100000
2015-12-14,EUR-EONIA,-0.0023000000
2015-12-15,EUR-EONIA,-0.0023900000
2015-12-16,EUR-EONIA,-0.0024100000
2015-12-17,EUR-EONIA,-0.0023800000
2015-12-18,EUR-EONIA,-0.0023700000
2015-12-21,EUR-EONIA,-0.0023100000
2015-12-22,EUR-EONIA,-0.0023100000
2015-12-23,EUR-EONIA,-0.0023400000
2015-12-24,EUR-EONIA,-0.0024400000
2015-12-28,EUR-EONIA,-0.0023800000
2015-12-29,EUR-EONIA,-0.0022300000
2015-12-30,EUR-EONIA,-0.0014000000
2015-12-31,EUR-EONIA,-0.0012700000
2016-01-04,EUR-EONIA,-0.0024100000
2016-01-05,EUR-EONIA,-0.0025100000
2016-01-06,EUR-EONIA,-0.0025300000
2016-01-07,EUR-EONIA,-0.0023300000
2016-01-08,EUR-EONIA,-0.0023500000
2016-01-11,EUR-EONIA,-0.0023600000
2016-01-12,EUR-EONIA,-0.0023300000
2016-01-13,EUR-EONIA,-0.0023700000
2016-01-14,EUR-EONIA,-0.0024000000
2016-01-15,EUR-EONIA,-0.0023900000
2016-01-18,EUR-EONIA,-0.0024000000
2016-01-19,EUR-EONIA,-0.0023900000
2016-01-20,EUR-EONIA,-0.0023800000
2016-01-21,EUR-EONIA,-0.0024000000
2016-01-22,EUR-EONIA,-0.0024100000
2016-01-25,EUR-EONIA,-0.0023800000
2016-01-26,EUR-EONIA,-0.0023600000
2016-01-27,EUR-EONIA,-0.0023700000
2016-01-28,EUR-EONIA,-0.0023900000
2016-01-29,EUR-EONIA,-0.0022800000
2016-02-01,EUR-EONIA,-0.0023700000
2016-02-02,EUR-EONIA,-0.0023200000
2016-02-03,EUR-EONIA,-0.0024700000
2016-02-04,EUR-EONIA,-0.0023100000
2015-08-03,EUR-EURIBOR-1M,-0.0007800000
2015-08-04,EUR-EURIBOR-1M,-0.0007900000
2015-08-05,EUR-EURIBOR-1M,-0.0007900000
2015-08-06,EUR-EURIBOR-1M,-0.0008000000
2015-08-07,EUR-EURIBOR-1M,-0.0008100000
2015-08-10,EUR-EURIBOR-1M,-0.0008200000
2015-08-11,EUR-EURIBOR-1M,-0.0008200000
2015-08-12,EUR-EURIBOR-1M,-0.0008300000
2015-08-13,EUR-EURIBOR-1M,-0.0008400000
2015-08-14,EUR-EURIBOR-1M,-0.0008500000
2015-08-17,EUR-EURIBOR-1M,-0.0008800000
2015-08-18,EUR-EURIBOR-1M,-0.0008900000
2015-08-19,EUR-EURIBOR-1M,-0.0008900000
2015-08-20,EUR-EURIBOR-1M,-0.0009100000
2015-08-21,EUR-EURIBOR-1M,-0.0009200000
2015-08-24,EUR-EURIBOR-1M,-0.0009400000
2015-08-25,EUR-EURIBOR-1M,-0.0009600000
2015-08-26,EUR-EURIBOR-1M,-0.0009800000
2015-08-27,EUR-EURIBOR-1M,-0.0009900000
2015-08-28,EUR-EURIBOR-1M,-0.0009800000
2015-08-31,EUR-EURIBOR-1M,-0.0009800000
2015-09-01,EUR-EURIBOR-1M,-0.0009900000
2015-09-02,EUR-EURIBOR-1M,-0.0010200000
2015-09-03,EUR-EURIBOR-1M,-0.0010300000
2015-09-04,EUR-EURIBOR-1M,-0.0010400000
2015-09-07,EUR-EURIBOR-1M,-0.0010400000
2015-09-08,EUR-EURIBOR-1M,-0.0010400000
2015-09-09,EUR-EURIBOR-1M,-0.0010400000
2015-09-10,EUR-EURIBOR-1M,-0.0010300000
2015-09-11,EUR-EURIBOR-1M,-0.0010400000
2015-09-14,EUR-EURIBOR-1M,-0.0010400000
2015-09-15,EUR-EURIBOR-1M,-0.0010400000
2015-09-16,EUR-EURIBOR-1M,-0.0010300000
2015-09-17,EUR-EURIBOR-1M,-0.0010300000
2015-09-18,EUR-EURIBOR-1M,-0.0010200000
2015-09-21,EUR-EURIBOR-1M,-0.0010400000
2015-09-22,EUR-EURIBOR-1M,-0.0010300000
2015-09-23,EUR-EURIBOR-1M,-0.0010700000
2015-09-24,EUR-EURIBOR-1M,-0.0010900000
2015-09-25,EUR-EURIBOR-1M,-0.0011100000
2015-09-28,EUR-EURIBOR-1M,-0.0011100000
2015-09-29,EUR-EURIBOR-1M,-0.0011300000
2015-09-30,EUR-EURIBOR-1M,-0.0011300000
2015-10-01,EUR-EURIBOR-1M,-0.0011300000
2015-10-02,EUR-EURIBOR-1M,-0.0011300000
2015-10-05,EUR-EURIBOR-1M,-0.0011300000
2015-10-06,EUR-EURIBOR-1M,-0.0011200000
2015-10-07,EUR-EURIBOR-1M,-0.0011300000
2015-10-08,EUR-EURIBOR-1M,-0.0011400000
2015-10-09,EUR-EURIBOR-1M,-0.0011300000
2015-10-12,EUR-EURIBOR-1M,-0.0011300000
2015-10-13,EUR-EURIBOR-1M,-0.0011300000
2015-10-14,EUR-EURIBOR-1M,-0.0011300000
2015-10-15,EUR-EURIBOR-1M,-0.0011400000
2015-10-16,EUR-EURIBOR-1M,-0.0011600000
2015-10-19,EUR-EURIBOR-1M,-0.0011700000
2015-10-20,EUR-EURIBOR-1M,-0.0011700000
2015-10-21,EUR-EURIBOR-1M,-0.0011800000
2015-10-22,EUR-EURIBOR-1M,-0.0011800000
2015-10-23,EUR-EURIBOR-1M,-0.0011900000
2015-10-26,EUR-EURIBOR-1M,-0.0011900000
2015-10-27,EUR-EURIBOR-1M,-0.0011900000
2015-10-28,EUR-EURIBOR-1M,-0.0011900000
2015-10-29,EUR-EURIBOR-1M,-0.0011900000
2015-10-30,EUR-EURIBOR-1M,-0.0011900000
2015-11-02,EUR-EURIBOR-1M,-0.0011900000
2015-11-03,EUR-EURIBOR-1M,-0.0012100000
2015-11-04,EUR-EURIBOR-1M,-0.0012200000
2015-11-05,EUR-EURIBOR-1M,-0.0012300000
2015-11-06,EUR-EURIBOR-1M,-0.0012400000
2015-11-09,EUR-EURIBOR-1M,-0.0012500000
2015-11-10,EUR-EURIBOR-1M,-0.0012900000
2015-11-11,EUR-EURIBOR-1M,-0.0013200000
2015-11-12,EUR-EURIBOR-1M,-0.0013600000
2015-11-13,EUR-EURIBOR-1M,-0.0013700000
2015-11-16,EUR-EURIBOR-1M,-0.0013900000
2015-11-17,EUR-EURIBOR-1M,-0.0014400000
2015-11-18,EUR-EURIBOR-1M,-0.0014600000
2015-11-19,EUR-EURIBOR-1M,-0.0014900000
2015-11-20,EUR-EURIBOR-1M,-0.0015100000
2015-11-23,EUR-EURIBOR-1M,-0.0015500000
2015-11-24,EUR-EURIBOR-1M,-0.0015700000
2015-11-25,EUR-EURIBOR-1M,-0.0015600000
2015-11-26,EUR-EURIBOR-1M,-0.0016100000
2015-11-27,EUR-EURIBOR-1M,-0.0016000000
2015-11-30,EUR-EURIBOR-1M,-0.0016100000
2015-12-01,EUR-EURIBOR-1M,-0.0016100000
2015-12-02,EUR-EURIBOR-1M,-0.0016400000
2015-12-03,EUR-EURIBOR-1M,-0.0017100000
2015-12-04,EUR-EURIBOR-1M,-0.0017100000
2015-12-07,EUR-EURIBOR-1M,-0.0017500000
2015-12-08,EUR-EURIBOR-1M,-0.0017800000
2015-12-09,EUR-EURIBOR-1M,-0.0018100000
2015-12-10,EUR-EURIBOR-1M,-0.0018600000
2015-12-11,EUR-EURIBOR-1M,-0.0018900000
2015-12-14,EUR-EURIBOR-1M,-0.0019100000
2015-12-15,EUR-EURIBOR-1M,-0.0019400000
2015-12-16,EUR-EURIBOR-1M,-0.0019600000
2015-12-17,EUR-EURIBOR-1M,-0.0019800000
2015-12-18,EUR-EURIBOR-1M,-0.0019900000
2015-12-21,EUR-EURIBOR-1M,-0.0020000000
2015-12-22,EUR-EURIBOR-1M,-0.0020100000
2015-12-23,EUR-EURIBOR-1M,-0.0020100000
2015-12-24,EUR-EURIBOR-1M,-0.0020100000
2015-12-28,EUR-EURIBOR-1M,-0.0019900000
2015-12-29,EUR-EURIBOR-1M,-0.0020200000
2015-12-30,EUR-EURIBOR-1M,-0.0020600000
2015-12-31,EUR-EURIBOR-1M,-0.0020500000
2016-01-04,EUR-EURIBOR-1M,-0.0021000000
2016-01-05,EUR-EURIBOR-1M,-0.0021100000
2016-01-06,EUR-EURIBOR-1M,-0.0021400000
2016-01-07,EUR-EURIBOR-1M,-0.0021800000
2016-01-08,EUR-EURIBOR-1M,-0.0021800000
2016-01-11,EUR-EURIBOR-1M,-0.0021900000
2016-01-12,EUR-EURIBOR-1M,-0.0022000000
2016-01-13,EUR-EURIBOR-1M,-0.0022000000
2016-01-14,EUR-EURIBOR-1M,-0.0022100000
2016-01-15,EUR-EURIBOR-1M,-0.0022100000
2016-01-18,EUR-EURIBOR-1M,-0.0022200000
2016-01-19,EUR-EURIBOR-1M,-0.0022200000
2016-01-20,EUR-EURIBOR-1M,-0.0022500000
2016-01-21,EUR-EURIBOR-1M,-0.0023000000
2016-01-22,EUR-EURIBOR-1M,-0.0023100000
2016-01-25,EUR-EURIBOR-1M,-0.0023100000
2016-01-26,EUR-EURIBOR-1M,-0.0023100000
2016-01-27,EUR-EURIBOR-1M,-0.0023100000
2016-01-28,EUR-EURIBOR-1M,-0.0022900000
2016-01-29,EUR-EURIBOR-1M,-0.0022900000
2016-02-01,EUR-EURIBOR-1M,-0.0023200000
2016-02-02,EUR-EURIBOR-1M,-0.0023100000
2016-02-03,EUR-EURIBOR-1M,-0.0023200000
2016-02-04,EUR-EURIBOR-1M,-0.0023400000
2015-08-03,EUR-EURIBOR-1W,-0.0013300000
2015-08-04,EUR-EURIBOR-1W,-0.0013300000
2015-08-05,EUR-EURIBOR-1W,-0.0013400000
2015-08-06,EUR-EURIBOR-1W,-0.0013300000
2015-08-07,EUR-EURIBOR-1W,-0.0013500000
2015-08-10,EUR-EURIBOR-1W,-0.0013700000
2015-08-11,EUR-EURIBOR-1W,-0.0013900000
2015-08-12,EUR-EURIBOR-1W,-0.0013900000
2015-08-13,EUR-EURIBOR-1W,-0.0014000000
2015-08-14,EUR-EURIBOR-1W,-0.0014100000
2015-08-17,EUR-EURIBOR-1W,-0.0014200000
2015-08-18,EUR-EURIBOR-1W,-0.0014300000
2015-08-19,EUR-EURIBOR-1W,-0.0014300000
2015-08-20,EUR-EURIBOR-1W,-0.0014300000
2015-08-21,EUR-EURIBOR-1W,-0.0014200000
2015-08-24,EUR-EURIBOR-1W,-0.0013900000
2015-08-25,EUR-EURIBOR-1W,-0.0013800000
2015-08-26,EUR-EURIBOR-1W,-0.0013800000
2015-08-27,EUR-EURIBOR-1W,-0.0014100000
2015-08-28,EUR-EURIBOR-1W,-0.0013900000
2015-08-31,EUR-EURIBOR-1W,-0.0014300000
2015-09-01,EUR-EURIBOR-1W,-0.0014300000
2015-09-02,EUR-EURIBOR-1W,-0.0014300000
2015-09-03,EUR-EURIBOR-1W,-0.0014200000
2015-09-04,EUR-EURIBOR-1W,-0.0014400000
2015-09-07,EUR-EURIBOR-1W,-0.0014600000
2015-09-08,EUR-EURIBOR-1W,-0.0014900000
2015-09-09,EUR-EURIBOR-1W,-0.0014900000
2015-09-10,EUR-EURIBOR-1W,-0.0014900000
2015-09-11,EUR-EURIBOR-1W,-0.0014800000
2015-09-14,EUR-EURIBOR-1W,-0.0014800000
2015-09-15,EUR-EURIBOR-1W,-0.0014800000
2015-09-16,EUR-EURIBOR-1W,-0.0014800000
2015-09-17,EUR-EURIBOR-1W,-0.0014900000
2015-09-18,EUR-EURIBOR-1W,-0.0014800000
2015-09-21,EUR-EURIBOR-1W,-0.0014800000
2015-09-22,EUR-EURIBOR-1W,-0.0014400000
2015-09-23,EUR-EURIBOR-1W,-0.0014100000
2015-09-24,EUR-EURIBOR-1W,-0.0014100000
2015-09-25,EUR-EURIBOR-1W,-0.0014100000
2015-09-28,EUR-EURIBOR-1W,-0.0014100000
2015-09-29,EUR-EURIBOR-1W,-0.0014400000
2015-09-30,EUR-EURIBOR-1W,-0.0014500000
2015-10-01,EUR-EURIBOR-1W,-0.0014600000
2015-10-02,EUR-EURIBOR-1W,-0.0014700000
2015-10-05,EUR-EURIBOR-1W,-0.0014900000
2015-10-06,EUR-EURIBOR-1W,-0.0014900000
2015-10-07,EUR-EURIBOR-1W,-0.0015000000
2015-10-08,EUR-EURIBOR-1W,-0.0015000000
2015-10-09,EUR-EURIBOR-1W,-0.0014900000
2015-10-12,EUR-EURIBOR-1W,-0.0014900000
2015-10-13,EUR-EURIBOR-1W,-0.0014900000
2015-10-14,EUR-EURIBOR-1W,-0.0014800000
2015-10-15,EUR-EURIBOR-1W,-0.0014900000
2015-10-16,EUR-EURIBOR-1W,-0.0014900000
2015-10-20,EUR-EURIBOR-1W,-0.0014800000
2015-10-21,EUR-EURIBOR-1W,-0.0014900000
2015-10-22,EUR-EURIBOR-1W,-0.0014800000
2015-10-23,EUR-EURIBOR-1W,-0.0014700000
2015-10-26,EUR-EURIBOR-1W,-0.0014700000
2015-10-27,EUR-EURIBOR-1W,-0.0014700000
2015-10-28,EUR-EURIBOR-1W,-0.0014600000
2015-10-29,EUR-EURIBOR-1W,-0.0014800000
2015-10-30,EUR-EURIBOR-1W,-0.0014800000
2015-11-02,EUR-EURIBOR-1W,-0.0014800000
2015-11-03,EUR-EURIBOR-1W,-0.0015000000
2015-11-04,EUR-EURIBOR-1W,-0.0014900000
2015-11-05,EUR-EURIBOR-1W,-0.0015100000
2015-11-06,EUR-EURIBOR-1W,-0.0015200000
2015-11-09,EUR-EURIBOR-1W,-0.0015100000
2015-11-10,EUR-EURIBOR-1W,-0.0015300000
2015-11-11,EUR-EURIBOR-1W,-0.0015400000
2015-11-12,EUR-EURIBOR-1W,-0.0015300000
2015-11-13,EUR-EURIBOR-1W,-0.0015500000
2015-11-16,EUR-EURIBOR-1W,-0.0015400000
2015-11-17,EUR-EURIBOR-1W,-0.0015400000
2015-11-18,EUR-EURIBOR-1W,-0.0015700000
2015-11-19,EUR-EURIBOR-1W,-0.0015800000
2015-11-20,EUR-EURIBOR-1W,-0.0015800000
2015-11-23,EUR-EURIBOR-1W,-0.0015900000
2015-11-24,EUR-EURIBOR-1W,-0.0016200000
2015-11-25,EUR-EURIBOR-1W,-0.0016100000
2015-11-26,EUR-EURIBOR-1W,-0.0016200000
2015-11-27,EUR-EURIBOR-1W,-0.0016600000
2015-11-30,EUR-EURIBOR-1W,-0.0016600000
2015-12-01,EUR-EURIBOR-1W,-0.0017100000
2015-12-02,EUR-EURIBOR-1W,-0.0017700000
2015-12-03,EUR-EURIBOR-1W,-0.0018700000
2015-12-04,EUR-EURIBOR-1W,-0.0019500000
2015-12-07,EUR-EURIBOR-1W,-0.0020600000
2015-12-08,EUR-EURIBOR-1W,-0.0021300000
2015-12-09,EUR-EURIBOR-1W,-0.0022200000
2015-12-10,EUR-EURIBOR-1W,-0.0023300000
2015-12-11,EUR-EURIBOR-1W,-0.0023900000
2015-12-14,EUR-EURIBOR-1W,-0.0024100000
2015-12-15,EUR-EURIBOR-1W,-0.0024400000
2015-12-16,EUR-EURIBOR-1W,-0.0024800000
2015-12-17,EUR-EURIBOR-1W,-0.0024900000
2015-12-18,EUR-EURIBOR-1W,-0.0025200000
2015-12-21,EUR-EURIBOR-1W,-0.0025200000
2015-12-22,EUR-EURIBOR-1W,-0.0025200000
2015-12-23,EUR-EURIBOR-1W,-0.0023200000
2015-12-24,EUR-EURIBOR-1W,-0.0022800000
2015-12-28,EUR-EURIBOR-1W,-0.0023000000
2015-12-29,EUR-EURIBOR-1W,-0.0023200000
2015-12-30,EUR-EURIBOR-1W,-0.0024600000
2015-12-31,EUR-EURIBOR-1W,-0.0024900000
2016-01-04,EUR-EURIBOR-1W,-0.0025100000
2016-01-05,EUR-EURIBOR-1W,-0.0025200000
2016-01-06,EUR-EURIBOR-1W,-0.0025600000
2016-01-07,EUR-EURIBOR-1W,-0.0026100000
2016-01-08,EUR-EURIBOR-1W,-0.0025900000
2016-01-11,EUR-EURIBOR-1W,-0.0026100000
2016-01-12,EUR-EURIBOR-1W,-0.0026100000
2016-01-13,EUR-EURIBOR-1W,-0.0026200000
2016-01-14,EUR-EURIBOR-1W,-0.0026100000
2016-01-15,EUR-EURIBOR-1W,-0.0026200000
2016-01-18,EUR-EURIBOR-1W,-0.0026200000
2016-01-19,EUR-EURIBOR-1W,-0.0026100000
2016-01-20,EUR-EURIBOR-1W,-0.0026500000
2016-01-21,EUR-EURIBOR-1W,-0.0026400000
2016-01-22,EUR-EURIBOR-1W,-0.0026300000
2016-01-25,EUR-EURIBOR-1W,-0.0026200000
2016-01-26,EUR-EURIBOR-1W,-0.0026200000
2016-01-27,EUR-EURIBOR-1W,-0.0026100000
2016-01-28,EUR-EURIBOR-1W,-0.0026200000
2016-01-29,EUR-EURIBOR-1W,-0.0026400000
2016-02-01,EUR-EURIBOR-1W,-0.0026200000
2016-02-02,EUR-EURIBOR-1W,-0.0026200000
2016-02-03,EUR-EURIBOR-1W,-0.0026200000
2016-02-04,EUR-EURIBOR-1W,-0.0026200000
2015-08-03,EUR-EURIBOR-2W,-0.0012400000
2015-08-04,EUR-EURIBOR-2W,-0.0012400000
2015-08-05,EUR-EURIBOR-2W,-0.0012600000
2015-08-06,EUR-EURIBOR-2W,-0.0012700000
2015-08-07,EUR-EURIBOR-2W,-0.0012900000
2015-08-10,EUR-EURIBOR-2W,-0.0012900000
2015-08-11,EUR-EURIBOR-2W,-0.0013000000
2015-08-12,EUR-EURIBOR-2W,-0.0013100000
2015-08-13,EUR-EURIBOR-2W,-0.0013200000
2015-08-14,EUR-EURIBOR-2W,-0.0013100000
2015-08-17,EUR-EURIBOR-2W,-0.0013000000
2015-08-18,EUR-EURIBOR-2W,-0.0013100000
2015-08-19,EUR-EURIBOR-2W,-0.0013200000
2015-08-20,EUR-EURIBOR-2W,-0.0013100000
2015-08-21,EUR-EURIBOR-2W,-0.0013000000
2015-08-24,EUR-EURIBOR-2W,-0.0013100000
2015-08-25,EUR-EURIBOR-2W,-0.0013300000
2015-08-26,EUR-EURIBOR-2W,-0.0013300000
2015-08-27,EUR-EURIBOR-2W,-0.0013400000
2015-08-28,EUR-EURIBOR-2W,-0.0013500000
2015-08-31,EUR-EURIBOR-2W,-0.0013700000
2015-09-01,EUR-EURIBOR-2W,-0.0013900000
2015-09-02,EUR-EURIBOR-2W,-0.0013900000
2015-09-03,EUR-EURIBOR-2W,-0.0014000000
2015-09-04,EUR-EURIBOR-2W,-0.0014100000
2015-09-07,EUR-EURIBOR-2W,-0.0014000000
2015-09-08,EUR-EURIBOR-2W,-0.0014100000
2015-09-09,EUR-EURIBOR-2W,-0.0014100000
2015-09-10,EUR-EURIBOR-2W,-0.0014200000
2015-09-11,EUR-EURIBOR-2W,-0.0014100000
2015-09-14,EUR-EURIBOR-2W,-0.0014200000
2015-09-15,EUR-EURIBOR-2W,-0.0013900000
2015-09-16,EUR-EURIBOR-2W,-0.0013900000
2015-09-17,EUR-EURIBOR-2W,-0.0013900000
2015-09-18,EUR-EURIBOR-2W,-0.0013900000
2015-09-21,EUR-EURIBOR-2W,-0.0014000000
2015-09-22,EUR-EURIBOR-2W,-0.0014000000
2015-09-23,EUR-EURIBOR-2W,-0.0014300000
2015-09-24,EUR-EURIBOR-2W,-0.0014100000
2015-09-25,EUR-EURIBOR-2W,-0.0014200000
2015-09-28,EUR-EURIBOR-2W,-0.0014300000
2015-09-29,EUR-EURIBOR-2W,-0.0014400000
2015-09-30,EUR-EURIBOR-2W,-0.0014300000
2015-10-01,EUR-EURIBOR-2W,-0.0014300000
2015-10-02,EUR-EURIBOR-2W,-0.0014300000
2015-10-05,EUR-EURIBOR-2W,-0.0014400000
2015-10-06,EUR-EURIBOR-2W,-0.0014400000
2015-10-07,EUR-EURIBOR-2W,-0.0014400000
2015-10-08,EUR-EURIBOR-2W,-0.0014400000
2015-10-09,EUR-EURIBOR-2W,-0.0014400000
2015-10-12,EUR-EURIBOR-2W,-0.0014400000
2015-10-13,EUR-EURIBOR-2W,-0.0014400000
2015-10-14,EUR-EURIBOR-2W,-0.0014400000
2015-10-15,EUR-EURIBOR-2W,-0.0014200000
2015-10-16,EUR-EURIBOR-2W,-0.0014400000
2015-10-19,EUR-EURIBOR-2W,-0.0014600000
2015-10-20,EUR-EURIBOR-2W,-0.0014600000
2015-10-21,EUR-EURIBOR-2W,-0.0014500000
2015-10-22,EUR-EURIBOR-2W,-0.0014500000
2015-10-23,EUR-EURIBOR-2W,-0.0014500000
2015-10-26,EUR-EURIBOR-2W,-0.0014600000
2015-10-27,EUR-EURIBOR-2W,-0.0014700000
2015-10-28,EUR-EURIBOR-2W,-0.0014600000
2015-10-29,EUR-EURIBOR-2W,-0.0014800000
2015-10-30,EUR-EURIBOR-2W,-0.0014800000
2015-11-02,EUR-EURIBOR-2W,-0.0014800000
2015-11-03,EUR-EURIBOR-2W,-0.0014800000
2015-11-04,EUR-EURIBOR-2W,-0.0014900000
2015-11-05,EUR-EURIBOR-2W,-0.0014900000
2015-11-06,EUR-EURIBOR-2W,-0.0015000000
2015-11-09,EUR-EURIBOR-2W,-0.0015000000
2015-11-10,EUR-EURIBOR-2W,-0.0015100000
2015-11-11,EUR-EURIBOR-2W,-0.0015200000
2015-11-12,EUR-EURIBOR-2W,-0.0015300000
2015-11-13,EUR-EURIBOR-2W,-0.0015300000
2015-11-16,EUR-EURIBOR-2W,-0.0015100000
2015-11-17,EUR-EURIBOR-2W,-0.0015200000
2015-11-18,EUR-EURIBOR-2W,-0.0015300000
2015-11-19,EUR-EURIBOR-2W,-0.0015300000
2015-11-20,EUR-EURIBOR-2W,-0.0015400000
2015-11-23,EUR-EURIBOR-2W,-0.0015500000
2015-11-24,EUR-EURIBOR-2W,-0.0015900000
2015-11-25,EUR-EURIBOR-2W,-0.0015900000
2015-11-26,EUR-EURIBOR-2W,-0.0016600000
2015-11-27,EUR-EURIBOR-2W,-0.0017000000
2015-11-30,EUR-EURIBOR-2W,-0.0017200000
2015-12-01,EUR-EURIBOR-2W,-0.0017400000
2015-12-02,EUR-EURIBOR-2W,-0.0017600000
2015-12-03,EUR-EURIBOR-2W,-0.0018400000
2015-12-04,EUR-EURIBOR-2W,-0.0019400000
2015-12-07,EUR-EURIBOR-2W,-0.0020500000
2015-12-08,EUR-EURIBOR-2W,-0.0021100000
2015-12-09,EUR-EURIBOR-2W,-0.0021900000
2015-12-10,EUR-EURIBOR-2W,-0.0022500000
2015-12-11,EUR-EURIBOR-2W,-0.0023000000
2015-12-14,EUR-EURIBOR-2W,-0.0023200000
